PPARA	ADIPOR2	1.2692906449939134
SCD	PPARA	1.2180273337051293
ACSL1	CPT1C	1.4068909647887664
ACSL1	CPT1A	1.2075572737302673
ACSL1	CPT1B	1.8253672763577382
ACSL4	CPT1C	1.3373370235215851
ACSL4	CPT1B	1.4875087958107573
ACSL5	CPT1C	1.3032793351007868
ACSL5	CPT1B	1.5720069799153673
CPT1C	CREB3L4	1.4012190296223095
CPT1C	CREB3L1	1.304949173113518
CPT1C	STAT3	1.2250790770989877
CPT1C	CREBBP	1.322684643689096
CPT1C	FOXO1	1.4695991405905888
CPT1C	CRTC2	1.25695702752589
CPT1C	PPARGC1A	1.7226877258799038
CPT1C	ACACB	1.7202101941009127
CPT1C	ACSL1	1.526015699965467
CPT1C	ACSL4	1.3090085385131565
CPT1C	ACSL5	1.7937817934034759
CPT1A	CREB3L4	1.2659432933592714
CPT1A	CREB3L1	1.2054045223854644
CPT1A	FOXO1	1.206144111492433
CPT1A	PPARGC1A	1.3739699926246707
CPT1A	ACACB	1.410213851283622
CPT1A	ACSL1	1.3549288978082963
CPT1A	ACSL5	1.6014998948487085
CPT1B	CREB3L4	1.655074700427183
CPT1B	CREB3L1	1.2754535959304911
CPT1B	STAT3	1.2797045050683573
CPT1B	CREBBP	1.3214542873673178
CPT1B	FOXO1	1.4477297626464876
CPT1B	CRTC2	1.291899975491938
CPT1B	PPARGC1A	1.7990806594020572
CPT1B	ACACB	1.9407702599548704
CPT1B	ACSL1	1.6728987758529748
CPT1B	ACSL4	1.408986918770724
CPT1B	ACSL5	2.0285498900200722
G6PC	FOXO4	1.252964970702662
G6PC	CREB3L1	1.3506732295042632
G6PC	PRKAB1	1.2372406442069879
G6PC	PRKAG1	1.3722916280356845
G6PC	FOXO3	1.5791020656894428
G6PC	HNF4A	1.2760883335165567
PCK1	FOXO4	1.306938703769945
PCK1	CREB3L4	1.3907468231351021
PCK1	PRKAA2	1.2078464315319115
PCK1	PRKAB1	1.3620229899549166
PCK1	PRKAG1	1.8771149304816306
PCK1	FOXO3	1.4493095591478322
PCK1	HNF4A	1.664093091023981
PCK2	CREB3L4	1.2114447909635992
PCK2	PRKAB1	1.2559735561131753
PCK2	PRKAG1	1.3815143752314394
PCK2	FOXO3	1.2667261842388668
PCK2	HNF4A	1.6050028975269062
ILK	PIK3CA	1.3148789259889289
ILK	PIK3CB	1.4252360776993092
ILK	PIK3CD	1.8585204715499217
ILK	PIK3R2	1.4879131681346216
MMP1	NFKB1	1.4230131679062794
MMP1	RELA	1.619556571621802
MMP1	FOS	1.7559818619908059
MMP1	FOSB	1.3076853664368109
MMP1	JUND	1.2311523099898984
MMP1	FOSL1	1.30124767476844
MMP1	CEBPB	1.2495786433355696
FOS	MAPK3	1.3721998082667746
FOS	MAPK10	1.2279506078689122
FOS	MAPK14	1.4297835780974955
FOS	MAPK11	1.3756989990969166
FOS	MAPK12	1.267268089465484
FOS	ELK1	1.3201850016368115
FOS	TRAF6	1.2151951955308047
FOS	CREB3L4	1.2265022183191394
FOS	IRF9	1.4592370452653738
FOS	TRAF3IP2	1.2768230940503722
GNA12	LPAR3	1.2690345564761247
GNA12	AVPR1A	1.6117617296194797
GNA12	PTGFR	1.3807582526876563
GNA12	CXCR2	1.252101402349002
GNA12	S1PR3	1.4371417709419834
GNA12	S1PR4	1.2910971065447057
GNA12	S1PR5	1.67259674988925
GNA12	GRM6	1.45550732578284
GNA12	GRM8	1.331858474190879
RHOA	DAAM1	1.2833124142106176
RHOA	VAV2	1.321982551413691
RHOA	OXTR	1.2715714816613026
RHOA	ARHGEF2	1.2429632926339516
PTK2B	SRC	1.3124174360442464
PTK2B	HCK	1.3127674349992031
ARHGEF1	GNA12	1.3220347545089661
GNG12	HTR7	1.2186610867741725
RASGRF1	CACNA1F	1.2807090488763266
RASGRF2	GNG12	1.2018295244115098
RASGRF2	CACNA1F	1.2756285419160065
PIK3CA	RAP1A	1.3143958081862672
PIK3CA	RRAS2	1.3370838118963324
PIK3CA	MRAS	1.3460189074283546
PIK3CA	PLCG1	1.239065815292439
PIK3CA	PIP4K2C	1.2563237888133734
