PPARA	ADIPOR2	1.2400247942936728
APOA2	PPARA	1.20096356644208
ACSL1	CPT1C	1.5776630409924202
ACSL1	CPT1A	1.2372488429073119
ACSL1	CPT1B	1.6796110880365271
ACSL4	CPT1C	1.5641368042789454
ACSL4	CPT1A	1.246645940007836
ACSL4	CPT1B	1.842877224762396
ACSL5	CPT1B	1.227069965750798
CPT1C	CREB3L4	1.4495855058683884
CPT1C	CREB3L1	1.2453178962997506
CPT1C	STAT3	1.2418610717054666
CPT1C	FOXO1	1.5385314940613852
CPT1C	PPARGC1A	1.7209228665337466
CPT1C	ACACB	1.6071582158495306
CPT1C	ACSL1	1.6955610420222536
CPT1C	ACSL4	1.443251939950843
CPT1C	ACSL5	1.4822192370663314
CPT1A	CREB3L4	1.2887329300941277
CPT1A	FOXO1	1.4010540521995747
CPT1A	PPARGC1A	1.7837010993218863
CPT1A	ACACB	1.548241227338438
CPT1A	ACSL1	1.4906126443741816
CPT1A	ACSL4	1.359089925767345
CPT1A	ACSL5	1.7646554139455268
CPT1B	CREB3L4	1.4886091858183619
CPT1B	CREB3L1	1.2319135031529953
CPT1B	STAT3	1.25604363094823
CPT1B	FOXO1	1.4989248508291513
CPT1B	PPARGC1A	1.835752821253216
CPT1B	ACACB	1.7677048843103356
CPT1B	ACSL1	1.5724749804228364
CPT1B	ACSL4	1.4747566611825935
CPT1B	ACSL5	1.5020926305668534
PCK1	FOXO4	1.2876537557560326
PCK1	CREB3L4	1.3443247486244068
PCK1	CREB3L1	1.2570991919916654
PCK1	PRKAA2	1.252273973622411
PCK1	PRKAB1	1.5374977047498366
PCK1	PRKAG1	1.5799200142049845
PCK1	FOXO3	1.3795276844583635
PCK1	HNF4A	1.7141201830777062
PCK2	FOXO4	1.2073094362655639
PCK2	PRKAG1	1.333466095917215
PCK2	FOXO3	1.4770880221166212
PCK2	HNF4A	1.403377925832997
RXRA	NR4A1	1.205019101366257
RXRA	MED4	1.2890502755415245
RXRA	MED12	1.3374677498602334
ILK	PIK3CA	1.3095259585918022
ILK	PIK3CB	1.314607272929024
ILK	PIK3CD	1.787236970837357
ILK	PIK3R2	1.5428637775912586
PDPK1	PIK3CD	1.3011436480607184
MMP1	NFKB1	1.386152087454887
MMP1	RELA	1.5784206243473329
MMP1	FOS	1.7389139981399313
MMP1	FOSB	1.4473409217488054
MMP1	JUND	1.2907759917706627
MMP1	FOSL1	1.23581673103669
MMP1	CEBPB	1.2007380009625548
RXRG	NCOA2	1.4753647166821728
RXRG	MED4	1.4855588634546928
RXRG	MED30	1.2651281396421388
RXRG	MED24	1.2343014329473752
RXRG	MED12	1.367600258121309
RXRG	MED13	1.298170935408434
FOS	MAPK3	1.3128463795842777
FOS	MAPK14	1.3091446666712525
FOS	MAPK11	1.245597717297652
FOS	ELK1	1.3073843478538971
FOS	TRAF6	1.2006877562428626
FOS	CREB3L4	1.2158894669282554
FOS	IRF9	1.2790673004738802
FOS	TRAF3IP2	1.3675084988808333
GNA12	LPAR3	1.395518118433892
GNA12	AVPR1A	1.517008997770725
GNA12	PTGFR	1.4402038462036002
