APOA2	LDLR	1.5663936181617129	3.776976591106966e-17
DBI	MYD88	1.4391289159004081	3.2167142378858513e-40
DBI	TLN1	1.4240597440768243	2.431326571320931e-84
DBI	TLN2	1.39293336364488	1.0692194883355562e-69
DBI	CHRM2	1.430756037262406	0.0
DBI	ATP6V1B1	1.3709873794143026	0.0
DBI	SEC13	1.3164787596464955	0.0
DBI	PTGS2	1.317605916573183	3.4170272286010896e-28
SCP2	HSP90B1	1.5598101362062515	5.6639155695477026e-11
SCP2	SQSTM1	1.3386066514117363	1.2958868700529324e-11
SCP2	ACOX3	1.3822246999224528	2.7532424374489486e-08
ACOX3	PPP2R5E	1.3240715765597357	2.5521409827504463e-07
ACOX3	ACADM	1.3070873361291948	9.01659411509665e-16
CPT1A	MAPK3	1.3177910052910058	2.3989570997911874e-06
CPT1A	PAK1	1.3604008222663815	1.5903731531522843e-10
CPT1A	PLIN1	1.3041503862596417	5.881897269773276e-12
CPT1A	MLYCD	1.357600812377918	1.0173230405828723e-08
ACADM	CHRM1	1.5075578011763517	0.0
CALM2	RAC3	1.3785754132665324	1.8841328467302723e-39
CALM2	CASP3	1.6468363976907008	2.5340528557962017e-42
CALM2	MAPK14	1.3224572107947896	6.394761873304739e-38
CALM2	CHUK	1.5685334427899893	2.8601357420608885e-41
CALM2	TNNI3	1.607143343843277	5.931141466549075e-37
CALM2	MRAP	1.502807047544651	2.40376258409e-40
CALM2	PFKP	1.4969128732676935	2.9224211493311833e-40
CALM2	GSK3B	1.6875117219840154	1.1447200451698785e-43
CALM2	CHRM1	1.6850589639410931	0.0
CALM2	VDAC1	1.3685552990636165	2.5124190164248426e-38
CALM2	PPP1R12B	1.3553900579971088	4.0595977237204673e-38
CALM2	PRKAG3	1.4575158922653355	0.0
CALM2	ILK	1.4807014362780353	5.0214778495805725e-40
CALM2	OXT	1.3960065822372398	2.991895271664233e-32
CALM2	IL6ST	1.3675720367089115	2.603682144912276e-38
CALM2	ASGR1	1.4574367197687819	1.628150263147457e-28
CALM2	TRPV2	1.4537652310206142	4.127367767473275e-40
CALM2	ATG16L1	1.3023238990931933	1.3690052102502293e-37
CALM2	MYH7	1.3091847315245877	1.0548604782789102e-37
CALM2	TUBB2A	1.4543946116989155	8.364252309010486e-40
CALM2	PRKCZ	1.3253411869038831	1.2349400539858707e-37
CALM2	GRK4	1.3245226811878088	1.2733747656488645e-37
CALM2	MYL12B	1.342218094724397	2.6466522918217317e-39
CALM2	INVS	1.3310439380727628	2.5946864248116658e-30
CALM2	ROCK2	1.6062099546115391	5.9986461997553e-42
CALM2	ITPR3	1.334885404605793	8.650285259895156e-38
CALM2	LHCGR	1.8000877338911765	0.0
CALM2	PFKL	1.3815698112335901	1.0734876759150571e-38
CALM2	PLK1	1.452865291887937	1.2896793363155918e-39
CALM2	SOCS3	1.3717243933013337	2.3172391146666585e-29
CALM2	PDE10A	1.545828720448062	1.1817446895442526e-33
CALM2	RAPGEF3	1.7013639613935172	1.0176620717050115e-39
CALM2	KCNMA1	1.3627569133782507	3.101921429593919e-38
CALM2	ATG5	1.8345976446310353	1.174623406782386e-44
CALM2	THOP1	1.4973568900325211	2.083225487520744e-35
CALM2	PHKG1	1.7668120090490496	2.5216318278618524e-44
CALM2	CD72	1.832073301451462	8.591133315257994e-45
CALM2	MYH10	1.6414400863173921	2.983627390419755e-42
CALM2	PRKG2	1.3110165665738287	5.43293031669088e-32
ITGAM	HSPA1A	1.3131613756613756	4.353337736874667e-12
ITGAM	LCP2	1.4339557731694832	3.284087049036174e-13
ITGAM	BDKRB1	1.4253349547704386	0.0
ITGAM	CXCL13	1.4141089029697902	8.740797867427835e-15
ITGAM	GSK3B	1.308050115207373	2.7197086077461582e-05
ITGAM	BCL2L11	1.3752413487796555	9.728981974553475e-14
ITGAM	WIF1	1.3111212450930192	0.0
ITGAM	NOD1	1.3454058393070492	9.252502049025044e-12
ITGAM	PTH	1.3106966845878136	0.0
FBXO32	MAPK14	1.3025793650793651	0.0
FBXO32	RPS6KB1	1.513844962753824	0.0
FBXO32	ANAPC1	1.3680820705667676	0.0
FBXO32	SFRP4	1.309349008502213	0.0
FBXO32	NOTCH1	1.4308970856102006	0.0
FBXO32	CP	1.3286184495701905	0.0
FBXO32	RUNX3	1.327542518450212	0.0
CYCS	CASP3	1.4375622231289307	1.5875584255977647e-33
CYCS	IKBKB	1.364545278212925	2.9064131081325846e-38
CYCS	TBK1	1.4189983901023784	4.1633208830893386e-39
CYCS	ARF6	1.4228018967050333	3.644916361285288e-39
CYCS	PFN1	1.3826055888966196	1.5130351947031225e-38
CYCS	ADRB3	1.3466205920691297	0.0
CYCS	HTR2A	1.302520001317163	0.0
CYCS	CXCR4	1.5290123099684976	1.0176168802827627e-40
CYCS	DDX58	1.4017455763470523	7.64419506719115e-39
CYCS	CDKN2C	1.300958259573669	3.10200295202055e-37
CYCS	LAMTOR5	1.4096579709409487	5.779802247002475e-39
CYCS	CFL2	1.357332638033949	3.7810264807215954e-38
CYCS	WNT5A	1.3153959808220483	5.809101583864881e-38
CYCS	SIRT1	1.3206209818388945	1.4740612768896581e-37
CYCS	CTSC	1.3516106158604024	1.5409937179997704e-38
CYCS	PAX8	1.3419447294138063	7.888666834201288e-31
CYCS	CTF1	1.3148211821097064	7.045735831243684e-39
CYCS	PRF1	1.3080476591150114	2.3691493897300855e-37
CYCS	MYL6	1.321992982935348	6.507155634366725e-38
CYCS	TLR8	1.3766745635971087	1.8730563465828862e-38
CYCS	HSD3B2	1.339024240364014	0.0
CYCS	VWF	1.3671953874077976	5.476704421383482e-40
CYCS	PKLR	1.4200505588298626	4.012809749675701e-39
CYCS	NLRC4	1.451107863604009	6.552409820097167e-40
CYCS	KAT2B	1.410339465435852	2.6201513837732925e-39
CYCS	DNM1	1.3949894025760583	1.7505666013581433e-41
PRKCB	ATXN1L	1.4457958059155602	0.0011024597755376216
PRKCB	PLCE1	1.3171235416348284	0.0021238026207927034
PRKCB	HDAC2	1.3206074451073941	1.2456438614591971e-23
PRKCB	CD22	1.3727758799059566	1.0459985744039343e-39
PRKCB	CACNA2D3	1.4572750333183262	1.521982615099949e-36
PRKCB	MYC	1.3048942659659624	0.0
PRKCB	FYN	1.3230820105820111	2.156602772301054e-86
CASP9	MAP2K1	1.3036569366894513	7.765536634845126e-41
CASP9	RAC2	1.5701511140099214	4.894234316674404e-18
CASP9	CSF1R	1.4450312333216837	5.611324918057495e-18
CASP9	P2RX7	1.319388440860215	0.0
CASP9	CCR5	1.3286184495701905	6.250494743325217e-10
CASP9	PRKCD	1.3397417011408308	2.664487054193521e-09
CASP9	CSNK2B	1.3284610215053763	1.1809467498671387e-58
CASP9	RPS6KB1	1.3284610215053763	2.4665441639232446e-10
CASP9	CDKN2B	1.3182096987540541	0.0
CASP9	SKP2	1.3230820105820111	2.0360601845506407e-77
CASP9	CDC20	1.3182096987540541	3.498170963629525e-38
CASP9	CCND2	1.3177910052910058	0.0
CASP9	MAPT	1.3763146238184638	0.0
CASP9	ASAP2	1.5000132071944667	4.0009316184077176e-13
CASP9	WNT1	1.3191992647317787	9.559931649584515e-05
CASP9	GNRH1	1.5137368368295143	7.548620154903587e-39
CASP9	GPX8	1.3107991504048853	5.434636974384587e-44
CASP9	KLF4	1.4330289625308508	0.0
CASP9	FAF1	1.5033786289306643	3.144628900094495e-37
CASP9	IL17A	1.3506699349393283	8.6269822119745e-14
CASP9	PTGS2	1.3089479419804566	0.0
CASP9	NCOA2	1.3177910052910058	2.2734281076291002e-10
CASP9	IL18	1.3983884174936398	0.0016134738634153163
CASP9	BMPR1A	1.3134948149909114	3.913370519616783e-19
