PPARA	PRKACA	1.2550892966901204
PPARA	ADIPOR2	1.6112549854048464
APOA1	PPARA	1.313296549137076
APOA1	RXRA	1.5710788945741045
APOA2	PPARA	1.3041000467234325
APOA2	RXRA	1.5532910181248558
APOC3	RXRA	1.3208118683858703
PLTP	PPARA	1.2608555736309273
PLTP	RXRA	1.4363350884218957
NR1H3	RXRA	1.4849917149796834
DBI	PPARA	1.2738514227406423
DBI	RXRA	1.51372825214047
FABP1	RXRA	1.5203648694149163
SLC27A1	RXRA	1.2581107753414003
ACSL1	PPARA	1.3278746180654528
ACSL1	RXRA	1.4519039887509322
ACSL1	CPT1A	1.4797258437592145
ACSL3	PPARA	1.233300010620213
ACSL3	RXRA	1.3976996318395787
ACSL3	CPT1A	1.421843921063088
ACSL4	RXRA	1.2393505959477946
ACSL4	CPT1A	1.2457655024263292
ACAA1	PPARA	1.314365322790343
ACAA1	RXRA	1.446370446424139
SCP2	PPARA	1.2551482614683587
SCP2	RXRA	1.5390894660264185
ACOX1	RXRA	1.2177935154487851
CPT1A	PPARA	1.4059920120752978
CPT1A	RXRA	1.5683506455284606
CPT1A	CREB3	1.2663131218194539
CPT1A	CREB1	1.4128886204835378
CPT1A	CREB3L2	1.3254392461605264
CPT1A	CREB5	1.3571636568077332
CPT1A	STAT3	1.6452544175464319
CPT1A	CREBBP	1.4547162534440237
CPT1A	EP300	1.3705143551430485
CPT1A	ATF4	2.0937229336039502
CPT1A	ACSL1	1.6413489388509772
CPT1A	ACSL3	1.4403110247906417
CPT1A	ACSL4	1.5681541008320388
CPT1A	ACSL6	1.9125832845105344
CPT2	PPARA	1.2703367094320377
CPT2	RXRA	1.4419438143186194
ACADM	RXRA	1.2969973878603025
G6PC3	PPARA	1.434691809295622
G6PC3	CREB1	1.2549877682873973
G6PC3	CREB3L2	1.2294301332021427
G6PC3	CREBBP	1.313266310871876
G6PC3	EP300	1.2098547390007175
G6PC3	PRKAG2	1.33201692505242
G6PC3	CRTC2	1.3453843055255859
PCK2	FOXO6	1.2407545368396113
RXRA	CREBBP	1.2709607071444193
RXRA	EP300	1.3474779604596157
RXRA	HDAC1	1.2745808875111662
RXRA	HDAC2	1.3989900871741976
RXRA	NR4A1	1.230591109846291
RXRA	NCOA2	1.2897327394981464
RXRA	NCOA3	1.2383408129709372
RXRA	NCOR1	1.4003226038402228
RXRA	MED13L	1.5830174854765628
RXRA	MED4	1.265257246266196
RXRA	MED30	1.2522002175074889
RXRA	MED27	1.573149056703381
RXRA	MED13	1.302357563941537
ILK	RXRA	1.3332430379589757
ILK	PIK3CD	1.2863107139980825
ILK	PIK3R1	1.3129348741029772
ILK	PIK3R2	1.5304885067390641
ILK	PARVB	1.2443200711365106
ILK	PARVG	1.2732824830293965
PDPK1	RXRA	1.377937344743087
PDPK1	PIK3R1	1.2275004052581622
PDPK1	PIK3R2	1.3465974031287404
CYP27A1	RXRA	1.3154651141542044
CD36	RXRA	1.4203301068364982
CD36	PRKAG2	1.466951525409493
OLR1	RXRA	1.2588543273513073
PLIN2	RXRA	1.7363162087843869
GK	RXRA	1.40387872696613
RXRB	NCOR1	1.205477779909837
RXRB	MED13L	1.202162878536261
RXRB	MED27	1.208709056852522
RXRB	MED1	1.232433474568109
RHOA	RAC2	1.259437937606219
PTK2B	PRKCB	1.2743517471579051
PTK2B	FGR	1.4539605537547795
